0.000000,0.896131,1.612356,0.865802
10.000000,0.559841,1.818246,0.885570
19.999512,0.362215,1.860113,0.782782
29.999512,0.419538,1.699240,0.663848
40.000000,0.755632,1.390134,0.678795
50.000000,1.228942,1.000055,0.808469
59.999512,1.594713,0.528444,0.992696
69.999512,1.677104,-0.037477,1.155669
80.000000,1.743469,-0.622335,1.410430
90.000000,1.785174,-1.319692,1.706175
99.999512,1.680279,-2.150775,1.919077
109.999512,1.449397,-3.133359,1.933907
120.000000,1.135802,-4.188317,1.893416
130.000000,0.813949,-5.133999,1.826362
139.999512,0.530297,-6.060935,1.676535
149.999512,0.252687,-7.145762,1.509940
160.000000,-0.171796,-8.204079,1.165706
170.000000,-0.622777,-9.244971,0.719116
179.999512,-0.882247,-10.285831,0.407252
189.999512,-0.797998,-11.232704,0.305296
200.000000,-0.510845,-12.082109,0.080177
210.000000,-0.172812,-12.807709,-0.426754
219.999512,0.056456,-13.341248,-0.970081
229.999512,0.346867,-13.757716,-0.999300
240.000000,0.781299,-14.156799,-0.620084
250.000000,0.958903,-14.314461,-0.258260
259.999512,1.014018,-14.380054,0.139525
269.999512,0.920615,-14.478353,0.551613
280.000000,0.612382,-14.595966,0.735131
290.000000,0.222297,-14.812900,0.728397
299.999512,-0.253216,-15.109533,0.596001
309.999512,-0.566953,-15.467477,0.594827
320.000000,-0.575612,-15.975148,0.834261
330.000000,-0.669567,-16.395098,1.126161
339.999512,-0.664373,-16.870903,1.247520
349.999512,-0.113303,-17.390781,1.305297
360.000000,0.516568,-17.842361,1.767978
370.000000,1.136259,-18.096172,2.711440
379.999512,1.869865,-18.374746,3.398390
389.999512,2.860925,-18.598858,4.168811
400.000000,4.078065,-18.305824,6.105065
410.000000,5.373292,-17.272213,9.500188
419.999512,6.278867,-15.237598,13.572523
429.999512,5.972737,-12.063129,18.313921
440.000000,4.556728,-8.342475,23.441713
450.000000,2.962493,-4.683570,27.676897
460.000000,1.976834,-1.310393,29.762861
470.000000,2.193387,1.492273,29.407675
480.000000,4.556057,4.168392,27.277321
490.000000,8.166830,6.985645,24.726826
500.000000,11.918906,9.798019,22.252110
510.000000,14.692144,12.471515,20.060173
520.000000,15.871898,14.684131,18.465319
530.000000,15.509316,16.631329,17.360790
540.000000,13.945343,18.178833,16.883303
550.000000,11.920077,19.098125,16.803072
560.000000,9.911943,19.647083,15.998598
570.000000,8.316003,19.812674,14.697601
580.000000,6.974609,19.644711,13.604231
590.000000,5.342205,19.297369,12.633612
600.000000,3.574414,18.685722,11.852171
610.000000,2.363849,17.948561,11.328454
620.000000,1.993464,17.176434,10.469597
630.000000,2.203377,16.422213,9.324091
640.000000,2.662903,15.741996,8.564530
650.000000,3.192114,15.042287,8.525282
660.000000,3.871114,14.209543,8.889939
670.000000,4.729173,13.263050,9.167566
680.000000,5.526720,12.179692,9.391818
690.000000,5.901080,10.947716,9.659958
700.000000,5.758282,9.596272,10.002579
710.000000,5.112623,8.293098,10.727412
720.000000,4.183784,7.072422,11.701914
730.000000,3.589475,5.764181,12.408030
740.000000,3.556091,4.397002,12.802380
750.000000,3.811744,3.056288,13.202128
760.000000,4.080496,1.704316,13.611850
770.000000,4.170671,0.304148,13.836843
780.000000,4.030253,-1.081156,13.826509
790.000000,3.798184,-2.443971,13.728354
800.000000,3.740755,-3.785760,13.821548
810.000000,3.840474,-5.156937,13.712132
820.000000,3.760296,-6.583663,12.827837
830.000000,3.583509,-7.976939,11.704223
840.000000,3.481570,-9.239507,11.044194
850.000000,3.320244,-10.492983,10.234216
860.000000,3.108302,-11.739852,8.912955
870.000000,3.036646,-12.933407,7.697362
880.000000,2.946227,-14.009872,6.513656
890.000000,2.620667,-14.984061,4.993482
900.000000,2.250274,-15.936850,3.225997
910.000000,1.990389,-16.818220,1.852495
920.000000,1.568337,-17.440729,0.570012
930.000000,0.978522,-17.824621,-0.445052
940.000000,0.350814,-17.921730,-1.338263
950.000000,-0.217045,-17.709387,-1.986153
960.000000,-0.538813,-17.141991,-2.302209
970.000000,-0.556660,-16.452694,-2.847265
980.000000,-0.360868,-15.667863,-3.228705
990.000000,-0.174039,-14.812234,-3.137856
1000.000000,-0.276206,-13.905735,-3.041462
1010.000000,-0.525742,-12.783401,-2.939543
1020.000000,-0.572812,-11.680631,-2.597517
1030.000000,-0.714673,-10.651333,-2.526509
1040.000000,-1.037465,-9.632317,-2.770115
1050.000000,-1.362561,-8.608968,-2.856667
1060.000000,-1.551419,-7.519923,-2.834023
1070.000000,-1.449228,-6.322784,-2.961767
1080.000000,-1.012091,-5.151444,-2.809040
1090.000000,-0.226563,-4.028619,-2.401366
1100.000000,0.475410,-2.853352,-2.031809
1110.000000,0.896358,-1.800166,-1.723656
1120.000000,1.252523,-0.897607,-1.197067
1130.000000,1.461606,0.108625,-0.455294
1140.000000,1.652312,0.847132,0.098205
1150.000000,1.585603,1.424605,0.321743
1160.000000,1.550661,1.865780,0.480341
1170.000000,1.636955,2.205883,0.741947
1180.000000,1.771437,2.622953,1.236717
1190.000000,1.940485,2.897835,1.751903
1200.000000,1.839337,3.121090,2.071910
1210.000000,1.566032,3.100581,2.467682
1220.000000,1.275299,2.975952,2.651902
1230.000000,1.055415,2.752125,2.283333
1240.000000,0.968864,2.473636,1.905307
1250.000000,1.016191,2.190477,1.814844
1260.000000,0.965936,1.859866,1.555063
1270.000000,0.669804,1.503538,0.959957
