0.000000,0.185783,-1.009062,-0.600181
10.000244,0.047153,-0.851177,-0.624671
20.000000,-0.062441,-0.663686,-0.649287
30.000244,-0.102140,-0.499451,-0.746235
40.000000,-0.111341,-0.193281,-0.992961
50.000244,-0.192488,0.304898,-1.245018
60.000000,-0.403321,0.963123,-1.498762
70.000244,-0.768071,1.799847,-1.697842
80.000000,-1.191489,3.035293,-1.688239
90.000244,-1.541422,4.754020,-1.280845
100.000000,-1.681403,6.855216,-0.531590
110.000244,-1.438649,9.024443,0.589099
120.000000,-0.796800,11.036748,2.069713
130.000244,0.202110,12.818260,3.219569
140.000000,1.299418,14.520937,3.893941
150.000244,2.657543,16.256962,4.563779
160.000000,4.229117,17.865349,5.375897
170.000000,5.353842,19.204384,6.149519
180.000000,6.029751,20.155706,6.736683
190.000000,6.381267,20.458376,7.155791
200.000000,6.417840,20.073885,7.755515
210.000000,6.407384,19.021465,8.466394
220.000000,6.231081,17.450575,9.397784
230.000000,5.867959,15.559244,10.809200
240.000000,5.372895,13.430357,11.709930
250.000000,4.440972,11.228092,12.480901
260.000000,3.760503,8.731676,13.678891
270.000000,3.884487,6.361660,14.205487
280.000000,3.671528,4.140673,14.246998
290.000000,2.994041,1.917315,13.794234
300.000000,2.700904,-0.155185,13.385458
310.000000,3.134829,-2.411116,13.472878
320.000000,3.541918,-4.157957,13.156590
330.000000,4.123321,-5.848853,12.303255
340.000000,4.762331,-7.483763,11.616664
350.000000,4.745416,-8.847239,10.211214
360.000488,4.442919,-9.961408,8.953143
370.000000,3.736552,-10.905389,7.751072
380.000000,2.752944,-11.575859,6.642252
390.000000,1.976814,-12.122396,5.727693
400.000488,1.636084,-12.783834,4.668688
410.000000,1.200780,-13.145729,3.178557
420.000000,0.720206,-13.247744,2.125860
430.000000,0.412364,-13.245440,1.524698
440.000488,0.094596,-13.202290,0.914351
450.000000,0.001209,-13.273075,0.025101
460.000000,0.028957,-13.164831,-0.923419
470.000000,-0.165761,-12.949603,-1.566885
480.000488,-0.316923,-12.596049,-1.964654
490.000000,-0.242598,-12.154636,-2.184962
500.000000,-0.256395,-11.690850,-2.207497
510.000000,-0.214511,-11.246285,-2.109327
520.000488,-0.176676,-10.775988,-1.954931
530.000000,-0.514369,-10.285430,-1.963936
540.000000,-0.937815,-9.880836,-2.045422
550.000000,-1.246611,-9.497330,-2.156445
560.000488,-1.363633,-9.047457,-2.384172
570.000000,-1.097335,-8.505407,-2.256199
580.000000,-0.616248,-7.948854,-1.902791
590.000000,-0.320169,-7.458718,-1.599172
600.000488,-0.304386,-7.007748,-1.091545
610.000000,-0.544699,-6.604540,-0.479069
620.000000,-0.951906,-6.222291,0.124528
630.000000,-1.385486,-5.901273,0.840031
640.000488,-1.650687,-5.666717,1.375185
650.000000,-1.725919,-5.566038,1.562914
660.000000,-1.792365,-5.632446,1.494808
670.000000,-1.955757,-5.759363,0.984706
680.000488,-2.017530,-5.847755,0.183259
690.000000,-1.727180,-6.020329,-0.374097
700.000000,-1.108088,-6.359059,-0.638372
710.000000,-0.387670,-6.782710,-0.774412
720.000488,0.176471,-7.126591,-0.585537
730.000000,0.579575,-7.351543,0.065445
740.000000,0.609174,-7.413713,0.854040
750.000000,0.043107,-7.135305,1.810063
760.000488,-0.577936,-6.734419,2.865967
770.000000,-0.808686,-6.373827,3.172952
780.000000,-0.584139,-6.186363,2.642201
790.000000,-0.150874,-6.128146,2.113640
800.000488,0.383819,-6.153245,2.015264
810.000000,0.923814,-5.890281,1.832987
820.000000,1.399684,-5.342914,1.472988
830.000000,1.827532,-4.889356,1.064358
840.000488,2.061951,-4.454812,1.028115
850.000000,2.018387,-4.032278,1.582094
860.000000,1.636913,-3.560275,2.172631
870.000000,0.891548,-2.998964,2.744607
880.000488,0.021882,-2.487469,3.650430
890.000000,-0.217712,-1.788584,4.422932
900.000000,0.151726,-0.978358,4.658162
910.000000,0.766651,-0.532792,3.841159
920.000488,1.024178,-0.048370,2.757689
930.000000,1.176298,0.152917,2.193866
940.000000,1.028988,0.499977,1.940112
950.000000,1.010400,0.974278,1.741448
960.000488,1.377204,1.927118,1.810053
970.000000,1.563301,3.351839,2.096207
980.000000,1.816954,4.441493,1.725974
990.000000,2.025779,5.159426,0.893316
1000.000488,2.595783,5.624553,0.250621
1010.000000,2.867910,6.795482,0.079955
1020.000000,2.524376,8.155917,0.544338
1030.000000,2.619581,8.973646,0.952816
1040.000488,2.693664,9.780296,1.263156
1050.000000,2.829474,10.409359,1.621360
1060.000000,3.078872,10.735332,1.943700
1070.000000,3.451288,10.813477,1.932531
1080.000488,3.745327,10.699143,1.817740
1090.000000,3.696340,10.369144,1.924645
1100.000000,3.544893,9.776810,2.030422
1110.000000,3.397601,9.106718,2.186916
1120.000488,3.109943,8.466584,2.368128
1130.000000,2.778223,7.752202,2.499401
1140.000000,2.253393,7.071370,2.508647
1150.000000,1.703742,6.317760,2.595830
1160.000488,1.189759,5.375756,2.638207
1170.000000,0.700370,4.424745,2.517320
1180.000000,0.475167,3.551710,2.134347
1190.000000,0.464669,2.699084,1.531866
1200.000488,0.424928,1.943646,0.932079
1210.000000,0.348795,1.215513,0.420651
1220.000000,0.385173,0.638814,-0.026644
1230.000000,0.391725,0.121600,-0.260556
1240.000488,0.299705,-0.380900,-0.331633
1250.000000,0.143903,-0.765894,-0.426859
1260.000000,-0.166533,-1.007650,-0.410986
1270.000000,-0.484540,-1.207892,-0.289373
